sample	hier_label	hier_label2	hier_label16	hier_label32	root_ancestor	branch_length	_pt_highlight	user_colour	root_color	polytomy
OM302316.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.0.0	b16:7F94B93F.q0	b32:FUABIF.hc		0		#f032e6		
OM302314.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.0.1	b16:7F94B93F.q1	b32:FUABIF.hd		0		#f032e6		
OM302315.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.1.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.0.0.0.1.0	b16:7F94B93F1.b0	b32:FUABIFO.q2		0		#f032e6		
n283	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1	b16:7F94B93F.b1	b32:FUABIF.o7		4				
OM302313.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.0	b16:7F94B93F.q2	b32:FUABIF.he		17		#f032e6		
n285	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1	b16:7F94B93F.q3	b32:FUABIF.hf		7				
n286	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0	b16:7F94B93F.o6	b32:FUABIFU		3				
OZ293772.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0.0	b16:7F94B93FC	b32:FUABIFU.b0		29		#f032e6		
n288	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0.1	b16:7F94B93FD	b32:FUABIFU.b1		2				4
OZ294805.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0.1.0	b16:7F94B93FD.b0	b32:FUABIFU.q2		5		#f032e6		
OP713602.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0.1.1	b16:7F94B93FD.b1	b32:FUABIFU.q3		2		#f032e6		
OP713601.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0.1.0.0.1.0	b16:7F94B93FD2	b32:FUABIFUI		2		#f032e6		
OP643863.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.1.2.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.0.1.0.0.1.1	b16:7F94B93FD3	b32:FUABIFUJ		2		#f032e6		
n293	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1	b16:7F94B93F.o7	b32:FUABIFV		1				
n294	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.0	b16:7F94B93FE	b32:FUABIFV.b0		1				
OM302317.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.0.0	b16:7F94B93FE.b0	b32:FUABIFV.q0		0		#f032e6		
OM302318.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.0.1	b16:7F94B93FE.b1	b32:FUABIFV.q1		2		#f032e6		
n297	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1	b16:7F94B93FF	b32:FUABIFV.b1		12				3
OZ293646.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1.0	b16:7F94B93FF.b0	b32:FUABIFV.q2		4		#f032e6		
OP643864.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1.1	b16:7F94B93FF.b1	b32:FUABIFV.q3		0		#f032e6		
n300	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1.0.0.1.0	b16:7F94B93FF2	b32:FUABIFVI		1				3
OR472391.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1.0.0.1.0.0	b16:7F94B93FF2.b0	b32:FUABIFVI.b0		0		#f032e6		
OZ294943.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1.0.0.1.0.1	b16:7F94B93FF2.b1	b32:FUABIFVI.b1		3		#f032e6		
OQ357819.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.3.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1.1.1.1.1.1.1.1.1.0.0.1.0.0.0.1.0	b16:7F94B93FF22	b32:FUABIFVI.h2		6		#f032e6		
n304	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1	b16:7F94B9.q1	b32:FUABI.b1	true	29				3
n305	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0	b16:7F94B9.o2	b32:FUABI.q2	true	65	#bfef45			
OM302322.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0	b16:7F94B94	b32:FUABI.o4		0		#bfef45	#bfef45	
OM302323.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.1	b16:7F94B95	b32:FUABI.o5		0		#bfef45		
n308	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1	b16:7F94B9.o3	b32:FUABI.q3	true	4				
OP846979.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.0	b16:7F94B96	b32:FUABI.o6		44				
n310	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1	b16:7F94B97	b32:FUABI.o7	true	3				
n311	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.0	b16:7F94B97.b0	b32:FUABI.he	true	10	#fabed4			
MT863559.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.0.0	b16:7F94B97.q0	b32:FUABIS		45		#fabed4	#fabed4	
n313	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.0.1	b16:7F94B97.q1	b32:FUABIT		72				
ON813212.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.0.1.0	b16:7F94B97.o2	b32:FUABIT.b0		2		#fabed4		
ON813213.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.0.1.1	b16:7F94B97.o3	b32:FUABIT.b1		1		#fabed4		
n316	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1	b16:7F94B97.b1	b32:FUABI.hf	true	24				
n317	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0	b16:7F94B97.q2	b32:FUABIU	true	19	#469990			
2025.EXT.1106.1850.2214	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.0	b16:7F94B97.o4	b32:FUABIU.b0		86		#469990	#469990	
n319	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1	b16:7F94B97.o5	b32:FUABIU.b1		10				
2025.EXT.1106.1850.2213	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.0	b16:7F94B97A	b32:FUABIU.q2		68		#469990		
n321	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1	b16:7F94B97B	b32:FUABIU.q3		12				
2025.EXT.1106.1850.2216	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.0	b16:7F94B97B.b0	b32:FUABIU.o6		84		#469990		
n323	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1	b16:7F94B97B.b1	b32:FUABIU.o7		44				
2026.EXT.0225.1150.510	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.0	b16:7F94B97B.q2	b32:FUABIU.he		19		#469990		
n325	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1	b16:7F94B97B.q3	b32:FUABIU.hf		2				
2025.EXT.1106.1850.2215	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.0	b16:7F94B97B.o6	b32:FUABIUU		4		#469990		
n327	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.1	b16:7F94B97B.o7	b32:FUABIUV		2				3
2025.EXT.1106.1850.2218	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.1.0	b16:7F94B97BE	b32:FUABIUV.b0		12		#469990		
2025.EXT.1106.1850.2220	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.1.1	b16:7F94B97BF	b32:FUABIUV.b1		6		#469990		
n330	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.1.0.0.1.0	b16:7F94B97BE.o2	b32:FUABIUV.h2		1				
2025.EXT.1106.1850.2219	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.1.0.0.1.0.0	b16:7F94B97BE4	b32:FUABIUV4		16		#469990		
2026.EXT.0225.1148.210	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.0.1.1.1.1.1.0.0.1.0.1	b16:7F94B97BE5	b32:FUABIUV5		43		#469990		
n333	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1	b16:7F94B97.q3	b32:FUABIV	true	11	#a8d8a8			3
n334	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0	b16:7F94B97.o6	b32:FUABIV.b0	true	9				
2026.EXT.0225.1251.220	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0	b16:7F94B97C	b32:FUABIV.q0		86		#a8d8a8	#a8d8a8	
ON813211.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.1	b16:7F94B97D	b32:FUABIV.q1		28		#a8d8a8		
n337	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.1	b16:7F94B97.o7	b32:FUABIV.b1		4				
2025.EXT.1106.1850.220	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.1.0	b16:7F94B97E	b32:FUABIV.q2		37		#a8d8a8		
OP846981.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.1.1	b16:7F94B97F	b32:FUABIV.q3		34		#a8d8a8		
n340	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0	b16:7F94B97C.q2	b32:FUABIV.h2		4				
n341	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0	b16:7F94B97C.o4	b32:FUABIV4		12				
2025.EXT.1106.1850.2217	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0.0	b16:7F94B97C8	b32:FUABIV4.b0		63		#a8d8a8		
n343	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0.1	b16:7F94B97C9	b32:FUABIV4.b1		31				
OQ357821.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0.1.0	b16:7F94B97C9.b0	b32:FUABIV4.q2		0		#a8d8a8		
OQ357822.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0.1.1	b16:7F94B97C9.b1	b32:FUABIV4.q3		2		#a8d8a8		
n346	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1	b16:7F94B97C.o5	b32:FUABIV5		3				
2025.EXT.1201.1654.340	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.0	b16:7F94B97CA	b32:FUABIV5.b0		50		#a8d8a8		
n348	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1	b16:7F94B97CB	b32:FUABIV5.b1		43				
OZ293770.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.0	b16:7F94B97CB.b0	b32:FUABIV5.q2		10		#a8d8a8		
n350	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1	b16:7F94B97CB.b1	b32:FUABIV5.q3		2				3
OZ294988.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0	b16:7F94B97CB.q2	b32:FUABIV5.o6		7		#a8d8a8		
n352	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.1	b16:7F94B97CB.q3	b32:FUABIV5.o7		1				5
OZ293774.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.1.0	b16:7F94B97CB.o6	b32:FUABIV5.he		3		#a8d8a8		
OZ294986.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.1.1	b16:7F94B97CB.o7	b32:FUABIV5.hf		2		#a8d8a8		
OZ293776.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.1.0.0.1.0	b16:7F94B97CBC.q2	b32:FUABIV5S.q2		2		#a8d8a8		
OZ294908.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.2.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.1.0.0.1.1	b16:7F94B97CBC.q3	b32:FUABIV5S.q3		5		#a8d8a8		
OZ294985.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.2.5	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.1.0.1.0.0	b16:7F94B97CBD.q0	b32:FUABIV5T.q0		4		#a8d8a8		
n358	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0	b16:7F94B97CB9.b0	b32:FUABIV5P.b0		1				
n359	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0	b16:7F94B97CB9.q0	b32:FUABIV5P.q0		1				3
OZ294984.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0	b16:7F94B97CB9.o0	b32:FUABIV5P.o0		3		#a8d8a8		
n361	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.1	b16:7F94B97CB9.o1	b32:FUABIV5P.o1		10				
OZ293708.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.1.0	b16:7F94B97CB92	b32:FUABIV5P.h2		7		#a8d8a8		
OZ294834.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.1.1	b16:7F94B97CB93	b32:FUABIV5P.h3		5		#a8d8a8		
n364	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0.0.1.0	b16:7F94B97CB90.q2	b32:FUABIV5P1.b0		2				3
OZ293773.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0.0.1.0.0	b16:7F94B97CB90.o4	b32:FUABIV5P1.q0		4		#a8d8a8		
